material_code,location_code,date,quantity
CC-F04            ,2,26-11-2019,1057
CC-F04            ,2,27-11-2019,18946
CC-F04            ,2,28-11-2019,16696
CC-F04            ,2,29-11-2019,14446
CC-F04            ,2,02-12-2019,12196
CC-F04            ,2,03-12-2019,13244
CC-F04            ,2,04-12-2019,28696
CC-F04            ,2,05-12-2019,26446
CC-F04            ,2,06-12-2019,24196
CC-F04            ,2,09-12-2019,21946
CC-F04            ,2,10-12-2019,19696
CC-F04            ,2,11-12-2019,17446
CC-F04            ,2,12-12-2019,15196
CC-F04            ,2,13-12-2019,12946
CC-F04            ,2,16-12-2019,10696
CC-F04            ,2,17-12-2019,16045
CC-F04            ,2,18-12-2019,27196
CC-F04            ,2,19-12-2019,24946
CC-F04            ,2,20-12-2019,22696
CC-F04            ,2,23-12-2019,20446
CC-F04            ,2,24-12-2019,18196
CC-F04            ,2,25-12-2019,15946
CC-F04            ,2,26-12-2019,13696
CC-F04            ,2,27-12-2019,11446
CC-F04            ,2,30-12-2019,9196
CC-F04            ,2,31-12-2019,6946
CC-F04            ,2,02-01-2020,4696
CC-F04            ,2,03-01-2020,20149
CC-F04            ,2,06-01-2020,21196
CC-F04            ,2,07-01-2020,18946
CC-F04            ,2,08-01-2020,16696
CC-F04            ,2,09-01-2020,14446
CC-F04            ,2,10-01-2020,12196
CC-F04            ,2,13-01-2020,9946
CC-F04            ,2,14-01-2020,7696
CC-F04            ,2,15-01-2020,25412
CC-F04            ,2,16-01-2020,22696
CC-F04            ,2,17-01-2020,19696
CC-F04            ,2,20-01-2020,16696
CC-F04            ,2,21-01-2020,13696
CC-F04            ,2,22-01-2020,10696
CC-F04            ,2,23-01-2020,7696
CC-F04            ,2,24-01-2020,8810
CC-F04            ,2,28-01-2020,23696
CC-F04            ,2,29-01-2020,20696
CC-F04            ,2,30-01-2020,17696
CC-F04            ,2,31-01-2020,14696
CC-F04            ,2,03-02-2020,11696
CC-F04            ,2,04-02-2020,8696
CC-F04            ,2,05-02-2020,5696
CC-F04            ,2,06-02-2020,2696
CC-F04            ,2,07-02-2020,2
CC-F04            ,2,10-02-2020,2
CC-F04            ,2,11-02-2020,2
CC-F04            ,2,12-02-2020,7268
CC-F04            ,2,13-02-2020,19002
CC-F04            ,2,14-02-2020,16002
CC-F04            ,2,17-02-2020,13002
CC-F04            ,2,18-02-2020,10002
CC-F04            ,2,19-02-2020,7002
CC-F04            ,2,20-02-2020,4002
CC-F04            ,2,21-02-2020,1002
CC-F04            ,2,24-02-2020,3
CC-F04            ,2,25-02-2020,3
CC-F04            ,2,26-02-2020,3
CC-F04            ,2,27-02-2020,3
CC-F04            ,2,28-02-2020,23003
CC-F04            ,2,02-03-2020,20003
CC-F04            ,2,03-03-2020,17003
CC-F04            ,2,04-03-2020,14003
CC-F04            ,2,05-03-2020,11003
CC-F04            ,2,06-03-2020,8003
CC-F04            ,2,10-03-2020,5003
CC-F04            ,2,11-03-2020,2003
CC-F04            ,2,12-03-2020,2
CC-F04            ,2,13-03-2020,2
CC-F04            ,2,16-03-2020,2
CC-F04            ,2,17-03-2020,23002
CC-F04            ,2,18-03-2020,20002
CC-F04            ,2,19-03-2020,17002
CC-F04            ,2,20-03-2020,14002
CC-F04            ,2,23-03-2020,11002
CC-F04            ,2,24-03-2020,8636
CC-F04            ,2,25-03-2020,28002
CC-F04            ,2,26-03-2020,25002
CC-F04            ,2,27-03-2020,22002
CC-F04            ,2,30-03-2020,19002
CC-F04            ,2,31-03-2020,16002
CC-F04            ,2,01-04-2020,13002
CC-F04            ,2,02-04-2020,10002
CC-F04            ,2,03-04-2020,7002
CC-F04            ,2,06-04-2020,4002
CC-F04            ,2,07-04-2020,1002
CC-F04            ,2,08-04-2020,23003
CC-F04            ,2,09-04-2020,20003
CC-F04            ,2,14-04-2020,17003
CC-F04            ,2,15-04-2020,14003
CC-F04            ,2,16-04-2020,11003
CC-F04            ,2,17-04-2020,8003
CC-F04            ,2,20-04-2020,5003
CC-F04            ,2,21-04-2020,4886
CC-F04            ,2,22-04-2020,22003
CC-F04            ,2,23-04-2020,19003
CC-F04            ,2,24-04-2020,16003
CC-F04            ,2,27-04-2020,13003
CC-F04            ,2,28-04-2020,10003
CC-F04            ,2,29-04-2020,7003
CC-F04            ,2,30-04-2020,4003
CC-F04            ,2,01-05-2020,1003
CC-F04            ,2,04-05-2020,1
CC-F04            ,2,05-05-2020,1
CC-F04            ,2,06-05-2020,1
CC-F04            ,2,07-05-2020,7624
CC-F04            ,2,08-05-2020,20001
CC-F04            ,2,11-05-2020,17001
CC-F04            ,02N ,02-07-2019,0
CC-F04            ,02N ,03-07-2019,0
CC-F04            ,02N ,04-07-2019,0
CC-F04            ,02N ,05-07-2019,0
CC-F04            ,02N ,08-07-2019,0
CC-F04            ,02N ,09-07-2019,0
CC-F04            ,02N ,10-07-2019,0
CC-F04            ,02N ,11-07-2019,0
CC-F04            ,02N ,12-07-2019,0
CC-F04            ,02N ,15-07-2019,0
CC-F04            ,02N ,16-07-2019,750
CC-F04            ,02N ,17-07-2019,1500
CC-F04            ,02N ,18-07-2019,2250
CC-F04            ,02N ,19-07-2019,750
CC-F04            ,02N ,22-07-2019,1500
CC-F04            ,02N ,23-07-2019,2250
CC-F04            ,02N ,24-07-2019,3000
CC-F04            ,02N ,25-07-2019,3750
CC-F04            ,02N ,26-07-2019,4500
CC-F04            ,02N ,29-07-2019,750
CC-F04            ,02N ,30-07-2019,1500
CC-F04            ,02N ,31-07-2019,2250
CC-F04            ,02N ,01-08-2019,3000
CC-F04            ,02N ,02-08-2019,750
CC-F04            ,02N ,05-08-2019,1500
CC-F04            ,02N ,06-08-2019,2250
CC-F04            ,02N ,07-08-2019,3000
CC-F04            ,02N ,08-08-2019,3750
CC-F04            ,02N ,09-08-2019,4500
CC-F04            ,02N ,12-08-2019,5250
CC-F04            ,02N ,13-08-2019,0
CC-F04            ,02N ,14-08-2019,0
CC-F04            ,02N ,15-08-2019,750
CC-F04            ,02N ,16-08-2019,1500
CC-F04            ,02N ,19-08-2019,2250
CC-F04            ,02N ,20-08-2019,3000
CC-F04            ,02N ,21-08-2019,3750
CC-F04            ,02N ,22-08-2019,4500
CC-F04            ,02N ,23-08-2019,5250
CC-F04            ,02N ,26-08-2019,750
CC-F04            ,02N ,27-08-2019,1083
CC-F04            ,02N ,28-08-2019,1083
CC-F04            ,02N ,29-08-2019,1833
CC-F04            ,02N ,30-08-2019,2583
CC-F04            ,02N ,02-09-2019,3333
CC-F04            ,02N ,03-09-2019,4083
CC-F04            ,02N ,04-09-2019,4833
CC-F04            ,02N ,05-09-2019,5583
CC-F04            ,02N ,06-09-2019,750
CC-F04            ,02N ,09-09-2019,1500
CC-F04            ,02N ,10-09-2019,1833
CC-F04            ,02N ,11-09-2019,1833
CC-F04            ,02N ,12-09-2019,1833
CC-F04            ,02N ,13-09-2019,1833
CC-F04            ,02N ,16-09-2019,2583
CC-F04            ,02N ,17-09-2019,3333
CC-F04            ,02N ,18-09-2019,4083
CC-F04            ,02N ,19-09-2019,750
CC-F04            ,02N ,20-09-2019,1500
CC-F04            ,02N ,23-09-2019,2250
CC-F04            ,02N ,24-09-2019,3000
CC-F04            ,02N ,25-09-2019,3750
CC-F04            ,02N ,26-09-2019,4500
CC-F04            ,02N ,27-09-2019,333
CC-F04            ,02N ,30-09-2019,333
CC-F04            ,02N ,01-10-2019,1083
CC-F04            ,02N ,02-10-2019,1833
CC-F04            ,02N ,03-10-2019,2583
CC-F04            ,02N ,04-10-2019,3333
CC-F04            ,02N ,07-10-2019,4083
CC-F04            ,02N ,08-10-2019,4833
CC-F04            ,02N ,09-10-2019,5583
CC-F04            ,02N ,10-10-2019,6333
CC-F04            ,02N ,11-10-2019,6667
CC-F04            ,02N ,14-10-2019,0
CC-F04            ,02N ,15-10-2019,0
CC-F04            ,02N ,16-10-2019,0
CC-F04            ,02N ,17-10-2019,0
CC-F04            ,02N ,18-10-2019,0
CC-F04            ,02N ,21-10-2019,0
CC-F04            ,02N ,22-10-2019,0
CC-F04            ,02N ,23-10-2019,0
CC-F04            ,02N ,24-10-2019,0
CC-F04            ,02N ,25-10-2019,750
CC-F04            ,02N ,28-10-2019,1500
CC-F04            ,02N ,29-10-2019,2250
CC-F04            ,02N ,30-10-2019,3000
CC-F04            ,02N ,31-10-2019,750
CC-F04            ,02N ,01-11-2019,1500
CC-F04            ,02N ,04-11-2019,2250
CC-F04            ,02N ,05-11-2019,3000
CC-F04            ,02N ,06-11-2019,3750
CC-F04            ,02N ,07-11-2019,750
CC-F04            ,02N ,08-11-2019,1500
CC-F04            ,02N ,11-11-2019,2250
CC-F04            ,02N ,12-11-2019,3000
CC-F04            ,02N ,13-11-2019,3750
CC-F04            ,02N ,14-11-2019,4500
CC-F04            ,02N ,15-11-2019,5250
CC-F04            ,02N ,18-11-2019,750
CC-F04            ,02N ,19-11-2019,1500
CC-F04            ,02N ,20-11-2019,2250
CC-F04            ,02N ,21-11-2019,3000
CC-F04            ,02N ,22-11-2019,3110
CC-F04            ,02N ,25-11-2019,3110
CC-F04            ,02N ,26-11-2019,3110
CC-F04            ,02N ,27-11-2019,3462
CC-F04            ,02N ,28-11-2019,4212
CC-F04            ,02N ,29-11-2019,4962
CC-F04            ,02N ,02-12-2019,750
CC-F04            ,02N ,03-12-2019,1500
CC-F04            ,02N ,04-12-2019,2250
CC-F04            ,02N ,05-12-2019,3000
CC-F04            ,02N ,06-12-2019,3750
CC-F04            ,02N ,09-12-2019,4500
CC-F04            ,02N ,10-12-2019,5250
CC-F04            ,02N ,11-12-2019,6000
CC-F04            ,02N ,12-12-2019,750
CC-F04            ,02N ,13-12-2019,1500
CC-F04            ,02N ,16-12-2019,2250
CC-F04            ,02N ,17-12-2019,3000
CC-F04            ,02N ,18-12-2019,3750
CC-F04            ,02N ,19-12-2019,4500
CC-F04            ,02N ,20-12-2019,750
CC-F04            ,02N ,23-12-2019,1500
CC-F04            ,02N ,24-12-2019,2250
CC-F04            ,02N ,25-12-2019,3000
CC-F04            ,02N ,26-12-2019,750
CC-F04            ,02N ,27-12-2019,1500
CC-F04            ,02N ,30-12-2019,2250
CC-F04            ,02N ,31-12-2019,3000
CC-F04            ,02N ,02-01-2020,3750
CC-F04            ,02N ,03-01-2020,4500
CC-F04            ,02N ,06-01-2020,750
CC-F04            ,02N ,07-01-2020,1500
CC-F04            ,02N ,08-01-2020,2250
CC-F04            ,02N ,09-01-2020,3000
CC-F04            ,02N ,10-01-2020,750
CC-F04            ,02N ,13-01-2020,1500
CC-F04            ,02N ,14-01-2020,2250
CC-F04            ,02N ,15-01-2020,3250
CC-F04            ,02N ,16-01-2020,1000
CC-F04            ,02N ,17-01-2020,2000
CC-F04            ,02N ,20-01-2020,3000
CC-F04            ,02N ,21-01-2020,4000
CC-F04            ,02N ,22-01-2020,5000
CC-F04            ,02N ,23-01-2020,6000
CC-F04            ,02N ,24-01-2020,7000
CC-F04            ,02N ,28-01-2020,1297
CC-F04            ,02N ,29-01-2020,2297
CC-F04            ,02N ,30-01-2020,3297
CC-F04            ,02N ,31-01-2020,4297
CC-F04            ,02N ,03-02-2020,5297
CC-F04            ,02N ,04-02-2020,1056
CC-F04            ,02N ,05-02-2020,2056
CC-F04            ,02N ,06-02-2020,3056
CC-F04            ,02N ,07-02-2020,3954
CC-F04            ,02N ,10-02-2020,0
CC-F04            ,02N ,11-02-2020,0
CC-F04            ,02N ,12-02-2020,0
CC-F04            ,02N ,13-02-2020,1000
CC-F04            ,02N ,14-02-2020,2000
CC-F04            ,02N ,17-02-2020,3000
CC-F04            ,02N ,18-02-2020,4000
CC-F04            ,02N ,19-02-2020,5000
CC-F04            ,02N ,20-02-2020,2177
CC-F04            ,02N ,21-02-2020,3177
CC-F04            ,02N ,24-02-2020,3510
CC-F04            ,02N ,25-02-2020,0
CC-F04            ,02N ,26-02-2020,0
CC-F04            ,02N ,27-02-2020,0
CC-F04            ,02N ,28-02-2020,0
CC-F04            ,02N ,02-03-2020,1000
CC-F04            ,02N ,03-03-2020,2000
CC-F04            ,02N ,04-03-2020,3000
CC-F04            ,02N ,05-03-2020,4000
CC-F04            ,02N ,06-03-2020,5000
CC-F04            ,02N ,10-03-2020,1000
CC-F04            ,02N ,11-03-2020,2000
CC-F04            ,02N ,12-03-2020,2667
CC-F04            ,02N ,13-03-2020,2667
CC-F04            ,02N ,16-03-2020,2667
CC-F04            ,02N ,17-03-2020,2667
CC-F04            ,02N ,18-03-2020,3667
CC-F04            ,02N ,19-03-2020,1000
CC-F04            ,02N ,20-03-2020,2000
CC-F04            ,02N ,23-03-2020,3000
CC-F04            ,02N ,24-03-2020,4000
CC-F04            ,02N ,25-03-2020,5000
CC-F04            ,02N ,26-03-2020,6000
CC-F04            ,02N ,27-03-2020,1000
CC-F04            ,02N ,30-03-2020,2000
CC-F04            ,02N ,31-03-2020,3000
CC-F04            ,02N ,01-04-2020,4000
CC-F04            ,02N ,02-04-2020,5000
CC-F04            ,02N ,03-04-2020,6000
CC-F04            ,02N ,06-04-2020,1000
CC-F04            ,02N ,07-04-2020,2000
CC-F04            ,02N ,08-04-2020,2333
CC-F04            ,02N ,09-04-2020,3333
CC-F04            ,02N ,14-04-2020,4333
CC-F04            ,02N ,15-04-2020,5333
CC-F04            ,02N ,16-04-2020,1000
CC-F04            ,02N ,17-04-2020,2000
CC-F04            ,02N ,20-04-2020,3000
CC-F04            ,02N ,21-04-2020,4000
CC-F04            ,02N ,22-04-2020,5000
CC-F04            ,02N ,23-04-2020,1000
CC-F04            ,02N ,24-04-2020,2000
CC-F04            ,02N ,27-04-2020,3000
CC-F04            ,02N ,28-04-2020,1000
CC-F04            ,02N ,29-04-2020,2000
CC-F04            ,02N ,30-04-2020,3000
CC-F04            ,02N ,01-05-2020,4000
CC-F04            ,02N ,04-05-2020,4334
CC-F04            ,02N ,05-05-2020,0
CC-F04            ,02N ,06-05-2020,0
CC-F04            ,02N ,07-05-2020,0
CC-F04            ,02N ,08-05-2020,1000
CC-F04            ,02N ,11-05-2020,2000
CC-F04            ,02S ,02-07-2019,0
CC-F04            ,02S ,03-07-2019,0
CC-F04            ,02S ,04-07-2019,0
CC-F04            ,02S ,05-07-2019,0
CC-F04            ,02S ,08-07-2019,0
CC-F04            ,02S ,09-07-2019,0
CC-F04            ,02S ,10-07-2019,0
CC-F04            ,02S ,11-07-2019,0
CC-F04            ,02S ,12-07-2019,0
CC-F04            ,02S ,15-07-2019,0
CC-F04            ,02S ,16-07-2019,750
CC-F04            ,02S ,17-07-2019,1500
CC-F04            ,02S ,18-07-2019,2250
CC-F04            ,02S ,19-07-2019,3000
CC-F04            ,02S ,22-07-2019,3750
CC-F04            ,02S ,23-07-2019,750
CC-F04            ,02S ,24-07-2019,1500
CC-F04            ,02S ,25-07-2019,2250
CC-F04            ,02S ,26-07-2019,3000
CC-F04            ,02S ,29-07-2019,3750
CC-F04            ,02S ,30-07-2019,4500
CC-F04            ,02S ,31-07-2019,750
CC-F04            ,02S ,01-08-2019,1500
CC-F04            ,02S ,02-08-2019,2250
CC-F04            ,02S ,05-08-2019,3000
CC-F04            ,02S ,06-08-2019,3750
CC-F04            ,02S ,07-08-2019,4500
CC-F04            ,02S ,08-08-2019,750
CC-F04            ,02S ,09-08-2019,1500
CC-F04            ,02S ,12-08-2019,2250
CC-F04            ,02S ,13-08-2019,2250
CC-F04            ,02S ,14-08-2019,2250
CC-F04            ,02S ,15-08-2019,3000
CC-F04            ,02S ,16-08-2019,750
CC-F04            ,02S ,19-08-2019,1500
CC-F04            ,02S ,20-08-2019,2250
CC-F04            ,02S ,21-08-2019,3000
CC-F04            ,02S ,22-08-2019,3750
CC-F04            ,02S ,23-08-2019,4500
CC-F04            ,02S ,26-08-2019,750
CC-F04            ,02S ,27-08-2019,1083
CC-F04            ,02S ,28-08-2019,1083
CC-F04            ,02S ,29-08-2019,1833
CC-F04            ,02S ,30-08-2019,2583
CC-F04            ,02S ,02-09-2019,3333
CC-F04            ,02S ,03-09-2019,4083
CC-F04            ,02S ,04-09-2019,4833
CC-F04            ,02S ,05-09-2019,750
CC-F04            ,02S ,06-09-2019,1500
CC-F04            ,02S ,09-09-2019,2250
CC-F04            ,02S ,10-09-2019,2583
CC-F04            ,02S ,11-09-2019,2583
CC-F04            ,02S ,12-09-2019,2583
CC-F04            ,02S ,13-09-2019,0
CC-F04            ,02S ,16-09-2019,750
CC-F04            ,02S ,17-09-2019,1500
CC-F04            ,02S ,18-09-2019,2250
CC-F04            ,02S ,19-09-2019,3000
CC-F04            ,02S ,20-09-2019,750
CC-F04            ,02S ,23-09-2019,1500
CC-F04            ,02S ,24-09-2019,2250
CC-F04            ,02S ,25-09-2019,3000
CC-F04            ,02S ,26-09-2019,750
CC-F04            ,02S ,27-09-2019,1083
CC-F04            ,02S ,30-09-2019,1083
CC-F04            ,02S ,01-10-2019,1833
CC-F04            ,02S ,02-10-2019,2583
CC-F04            ,02S ,03-10-2019,3333
CC-F04            ,02S ,04-10-2019,4083
CC-F04            ,02S ,07-10-2019,4833
CC-F04            ,02S ,08-10-2019,750
CC-F04            ,02S ,09-10-2019,1500
CC-F04            ,02S ,10-10-2019,2250
CC-F04            ,02S ,11-10-2019,2584
CC-F04            ,02S ,14-10-2019,2584
CC-F04            ,02S ,15-10-2019,2584
CC-F04            ,02S ,16-10-2019,2584
CC-F04            ,02S ,17-10-2019,2584
CC-F04            ,02S ,18-10-2019,2584
CC-F04            ,02S ,21-10-2019,2584
CC-F04            ,02S ,22-10-2019,2584
CC-F04            ,02S ,23-10-2019,2584
CC-F04            ,02S ,24-10-2019,2584
CC-F04            ,02S ,25-10-2019,3334
CC-F04            ,02S ,28-10-2019,4084
CC-F04            ,02S ,29-10-2019,4834
CC-F04            ,02S ,30-10-2019,5584
CC-F04            ,02S ,31-10-2019,750
CC-F04            ,02S ,01-11-2019,1500
CC-F04            ,02S ,04-11-2019,2250
CC-F04            ,02S ,05-11-2019,3000
CC-F04            ,02S ,06-11-2019,3750
CC-F04            ,02S ,07-11-2019,750
CC-F04            ,02S ,08-11-2019,1500
CC-F04            ,02S ,11-11-2019,2250
CC-F04            ,02S ,12-11-2019,3000
CC-F04            ,02S ,13-11-2019,3750
CC-F04            ,02S ,14-11-2019,4500
CC-F04            ,02S ,15-11-2019,750
CC-F04            ,02S ,18-11-2019,1500
CC-F04            ,02S ,19-11-2019,2250
CC-F04            ,02S ,20-11-2019,3000
CC-F04            ,02S ,21-11-2019,750
CC-F04            ,02S ,22-11-2019,860
CC-F04            ,02S ,25-11-2019,860
CC-F04            ,02S ,26-11-2019,860
CC-F04            ,02S ,27-11-2019,1212
CC-F04            ,02S ,28-11-2019,1962
CC-F04            ,02S ,29-11-2019,2712
CC-F04            ,02S ,02-12-2019,3462
CC-F04            ,02S ,03-12-2019,750
CC-F04            ,02S ,04-12-2019,1500
CC-F04            ,02S ,05-12-2019,2250
CC-F04            ,02S ,06-12-2019,3000
CC-F04            ,02S ,09-12-2019,3750
CC-F04            ,02S ,10-12-2019,4500
CC-F04            ,02S ,11-12-2019,5250
CC-F04            ,02S ,12-12-2019,6000
CC-F04            ,02S ,13-12-2019,6750
CC-F04            ,02S ,16-12-2019,2592
CC-F04            ,02S ,17-12-2019,3342
CC-F04            ,02S ,18-12-2019,750
CC-F04            ,02S ,19-12-2019,1500
CC-F04            ,02S ,20-12-2019,2250
CC-F04            ,02S ,23-12-2019,3000
CC-F04            ,02S ,24-12-2019,3750
CC-F04            ,02S ,25-12-2019,4500
CC-F04            ,02S ,26-12-2019,5250
CC-F04            ,02S ,27-12-2019,750
CC-F04            ,02S ,30-12-2019,1500
CC-F04            ,02S ,31-12-2019,2250
CC-F04            ,02S ,02-01-2020,3000
CC-F04            ,02S ,03-01-2020,3750
CC-F04            ,02S ,06-01-2020,4500
CC-F04            ,02S ,07-01-2020,1340
CC-F04            ,02S ,08-01-2020,2090
CC-F04            ,02S ,09-01-2020,2840
CC-F04            ,02S ,10-01-2020,3590
CC-F04            ,02S ,13-01-2020,750
CC-F04            ,02S ,14-01-2020,1500
CC-F04            ,02S ,15-01-2020,2500
CC-F04            ,02S ,16-01-2020,3500
CC-F04            ,02S ,17-01-2020,4500
CC-F04            ,02S ,20-01-2020,1000
CC-F04            ,02S ,21-01-2020,2000
CC-F04            ,02S ,22-01-2020,3000
CC-F04            ,02S ,23-01-2020,4000
CC-F04            ,02S ,24-01-2020,5000
CC-F04            ,02S ,28-01-2020,6000
CC-F04            ,02S ,29-01-2020,7000
CC-F04            ,02S ,30-01-2020,2740
CC-F04            ,02S ,31-01-2020,3740
CC-F04            ,02S ,03-02-2020,1340
CC-F04            ,02S ,04-02-2020,2340
CC-F04            ,02S ,05-02-2020,3340
CC-F04            ,02S ,06-02-2020,4340
CC-F04            ,02S ,07-02-2020,898
CC-F04            ,02S ,10-02-2020,898
CC-F04            ,02S ,11-02-2020,898
CC-F04            ,02S ,12-02-2020,898
CC-F04            ,02S ,13-02-2020,1898
CC-F04            ,02S ,14-02-2020,2898
CC-F04            ,02S ,17-02-2020,3898
CC-F04            ,02S ,18-02-2020,4898
CC-F04            ,02S ,19-02-2020,1000
CC-F04            ,02S ,20-02-2020,2000
CC-F04            ,02S ,21-02-2020,3000
CC-F04            ,02S ,24-02-2020,3333
CC-F04            ,02S ,25-02-2020,0
CC-F04            ,02S ,26-02-2020,0
CC-F04            ,02S ,27-02-2020,0
CC-F04            ,02S ,28-02-2020,0
CC-F04            ,02S ,02-03-2020,1000
CC-F04            ,02S ,03-03-2020,2000
CC-F04            ,02S ,04-03-2020,3000
CC-F04            ,02S ,05-03-2020,4000
CC-F04            ,02S ,06-03-2020,5000
CC-F04            ,02S ,10-03-2020,2082
CC-F04            ,02S ,11-03-2020,3082
CC-F04            ,02S ,12-03-2020,667
CC-F04            ,02S ,13-03-2020,667
CC-F04            ,02S ,16-03-2020,667
CC-F04            ,02S ,17-03-2020,667
CC-F04            ,02S ,18-03-2020,1667
CC-F04            ,02S ,19-03-2020,2667
CC-F04            ,02S ,20-03-2020,3667
CC-F04            ,02S ,23-03-2020,4667
CC-F04            ,02S ,24-03-2020,5667
CC-F04            ,02S ,25-03-2020,6667
CC-F04            ,02S ,26-03-2020,7667
CC-F04            ,02S ,27-03-2020,4366
CC-F04            ,02S ,30-03-2020,1000
CC-F04            ,02S ,31-03-2020,2000
CC-F04            ,02S ,01-04-2020,3000
CC-F04            ,02S ,02-04-2020,4000
CC-F04            ,02S ,03-04-2020,1000
CC-F04            ,02S ,06-04-2020,2000
CC-F04            ,02S ,07-04-2020,3000
CC-F04            ,02S ,08-04-2020,3333
CC-F04            ,02S ,09-04-2020,4333
CC-F04            ,02S ,14-04-2020,5333
CC-F04            ,02S ,15-04-2020,1000
CC-F04            ,02S ,16-04-2020,2000
CC-F04            ,02S ,17-04-2020,3000
CC-F04            ,02S ,20-04-2020,1000
CC-F04            ,02S ,21-04-2020,2000
CC-F04            ,02S ,22-04-2020,3000
CC-F04            ,02S ,23-04-2020,4000
CC-F04            ,02S ,24-04-2020,5000
CC-F04            ,02S ,27-04-2020,6000
CC-F04            ,02S ,28-04-2020,1000
CC-F04            ,02S ,29-04-2020,2000
CC-F04            ,02S ,30-04-2020,3000
CC-F04            ,02S ,01-05-2020,4000
CC-F04            ,02S ,04-05-2020,4334
CC-F04            ,02S ,05-05-2020,0
CC-F04            ,02S ,06-05-2020,0
CC-F04            ,02S ,07-05-2020,0
CC-F04            ,02S ,08-05-2020,1000
CC-F04            ,02S ,11-05-2020,2000
CC-F04            ,02W ,02-07-2019,0
CC-F04            ,02W ,03-07-2019,0
CC-F04            ,02W ,04-07-2019,0
CC-F04            ,02W ,05-07-2019,0
CC-F04            ,02W ,08-07-2019,0
CC-F04            ,02W ,09-07-2019,0
CC-F04            ,02W ,10-07-2019,0
CC-F04            ,02W ,11-07-2019,0
CC-F04            ,02W ,12-07-2019,0
CC-F04            ,02W ,15-07-2019,0
CC-F04            ,02W ,16-07-2019,750
CC-F04            ,02W ,17-07-2019,1500
CC-F04            ,02W ,18-07-2019,2250
CC-F04            ,02W ,19-07-2019,3000
CC-F04            ,02W ,22-07-2019,3750
CC-F04            ,02W ,23-07-2019,750
CC-F04            ,02W ,24-07-2019,1500
CC-F04            ,02W ,25-07-2019,2250
CC-F04            ,02W ,26-07-2019,3000
CC-F04            ,02W ,29-07-2019,3750
CC-F04            ,02W ,30-07-2019,4500
CC-F04            ,02W ,31-07-2019,750
CC-F04            ,02W ,01-08-2019,1500
CC-F04            ,02W ,02-08-2019,2250
CC-F04            ,02W ,05-08-2019,3000
CC-F04            ,02W ,06-08-2019,3750
CC-F04            ,02W ,07-08-2019,750
CC-F04            ,02W ,08-08-2019,1500
CC-F04            ,02W ,09-08-2019,2250
CC-F04            ,02W ,12-08-2019,3000
CC-F04            ,02W ,13-08-2019,3000
CC-F04            ,02W ,14-08-2019,3000
CC-F04            ,02W ,15-08-2019,3750
CC-F04            ,02W ,16-08-2019,750
CC-F04            ,02W ,19-08-2019,1500
CC-F04            ,02W ,20-08-2019,2250
CC-F04            ,02W ,21-08-2019,3000
CC-F04            ,02W ,22-08-2019,750
CC-F04            ,02W ,23-08-2019,1500
CC-F04            ,02W ,26-08-2019,2250
CC-F04            ,02W ,27-08-2019,2583
CC-F04            ,02W ,28-08-2019,2583
CC-F04            ,02W ,29-08-2019,3333
CC-F04            ,02W ,30-08-2019,4083
CC-F04            ,02W ,02-09-2019,4833
CC-F04            ,02W ,03-09-2019,5583
CC-F04            ,02W ,04-09-2019,1489
CC-F04            ,02W ,05-09-2019,2239
CC-F04            ,02W ,06-09-2019,2989
CC-F04            ,02W ,09-09-2019,3739
CC-F04            ,02W ,10-09-2019,4072
CC-F04            ,02W ,11-09-2019,4072
CC-F04            ,02W ,12-09-2019,4072
CC-F04            ,02W ,13-09-2019,4072
CC-F04            ,02W ,16-09-2019,750
CC-F04            ,02W ,17-09-2019,1500
CC-F04            ,02W ,18-09-2019,2250
CC-F04            ,02W ,19-09-2019,3000
CC-F04            ,02W ,20-09-2019,3750
CC-F04            ,02W ,23-09-2019,750
CC-F04            ,02W ,24-09-2019,1500
CC-F04            ,02W ,25-09-2019,2250
CC-F04            ,02W ,26-09-2019,3000
CC-F04            ,02W ,27-09-2019,3333
CC-F04            ,02W ,30-09-2019,3333
CC-F04            ,02W ,01-10-2019,4083
CC-F04            ,02W ,02-10-2019,750
CC-F04            ,02W ,03-10-2019,1500
CC-F04            ,02W ,04-10-2019,2250
CC-F04            ,02W ,07-10-2019,3000
CC-F04            ,02W ,08-10-2019,3750
CC-F04            ,02W ,09-10-2019,4500
CC-F04            ,02W ,10-10-2019,750
CC-F04            ,02W ,11-10-2019,1084
CC-F04            ,02W ,14-10-2019,1084
CC-F04            ,02W ,15-10-2019,1084
CC-F04            ,02W ,16-10-2019,1084
CC-F04            ,02W ,17-10-2019,1084
CC-F04            ,02W ,18-10-2019,1084
CC-F04            ,02W ,21-10-2019,1084
CC-F04            ,02W ,22-10-2019,1084
CC-F04            ,02W ,23-10-2019,1084
CC-F04            ,02W ,24-10-2019,1084
CC-F04            ,02W ,25-10-2019,1834
CC-F04            ,02W ,28-10-2019,2584
CC-F04            ,02W ,29-10-2019,3334
CC-F04            ,02W ,30-10-2019,4084
CC-F04            ,02W ,31-10-2019,750
CC-F04            ,02W ,01-11-2019,1500
CC-F04            ,02W ,04-11-2019,2250
CC-F04            ,02W ,05-11-2019,750
CC-F04            ,02W ,06-11-2019,1500
CC-F04            ,02W ,07-11-2019,2250
CC-F04            ,02W ,08-11-2019,3000
CC-F04            ,02W ,11-11-2019,3750
CC-F04            ,02W ,12-11-2019,750
CC-F04            ,02W ,13-11-2019,1500
